S.No,Country/Region,ISO3,Exports_1,Imports_1,Total Trade_1,Trd.Bal_1,Exports_2,Imports_2,Total Trade_2,Trd.Bal_2,Export_Share_of_TotalTrade_%,Import_Share_of_TotalTrade_%,TradeBalance_Ratio_%,Exports_Growth_Computed_%,Imports_Growth_Computed_%,TotalTrade_Growth_%,Total_Trade_Calculated_Y1,Total_Trade_Difference_Y1,Total_Trade_Validation_Y1,Trade_Balance_Calculated_Y1,Trade_Balance_Difference_Y1,Trade_Balance_Validation_Y1,Total_Trade_Calculated_Y0,Total_Trade_Difference_Y0,Total_Trade_Validation_Y0,Trade_Balance_Calculated_Y0,Trade_Balance_Difference_Y0,Trade_Balance_Validation_Y0,Continent,Regional_Grouping,Income_Group_WB,GDP_USD_million_External,GDP_Growth_%_Derived,GDP_per_Capita_USD_Derived,Population_million_External,FTA_with_India,Distance_from_India_km_approx,Import_to_Export_Ratio,Trade_Balance_Category,Import_Dependency,Export_Dependency,Export_Growth_Category,Imports_Growth_Category,TotalTrade_Growth_Category,Trade_Pressure_Score_0_100,Trade_Pressure_Category,Export_Opportunity_Score_0_100_Sim,Market_Risk_Score_0_100_Sim,Investment_Priority_Score_0_100_Sim,Target_Market_Priority_Score_0_100_Sim,Expected_Revenue_USD_million_Sim,Expected_Cost_USD_million_Sim,Expected_Profit_USD_million_Sim,Profit_Margin_%_Sim,Investment_Required_USD_million_Sim,Expected_ROI_%_Sim,Recommended_Action_Sim,GDP_Source,GDP_Source_Year,Population_Source,Population_Source_Year,Classification_Source,Classification_Source_Year,Distance_Source,Year_Status_Note,Import_to_Export_Ratio_Status,Predictive_Next_Year_Exports,Predictive_Next_Year_Imports,Predictive_Next_Year_Total_Trade,Predictive_Next_Year_Trade_Balance,Predictive_Export_Lag_1,Predictive_Import_Lag_1,Predictive_Trade_Lag_1,Predictive_TradeBalance_Lag_1
196,TAJIKISTAN,TJK,364.78,0.07,364.85,364.72,284.44,0.01,284.44,284.43,99.98081403316432,0.0191859668356858,99.96436891873373,-22.024233784746965,-85.71428571428571,-22.03919418939291,364.85,0.0,Valid,364.71,0.01,Valid,284.45,-0.01,Valid,284.43,0.0,Valid,Asia,Europe and Central Asia,Lower-middle income,12060.6,12.57,1138.77,10.591,No,2190.0,0.0002,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,Negative Growth,Negative Growth,24.1,Low Trade Pressure,29.5,24.1,52.7,47.4,18.24,12.4,5.84,32.02,14.59,40.03,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,364.78,0.07,364.85,364.72,284.44,0.01,284.44,284.43
197,TANZANIA REP,TZA,30139.47,22760.47,52899.94,7379.0,32595.42,27365.35,59960.77,5230.06,56.97448806180121,43.0255119381988,13.948976123602408,8.148617079198795,20.231919639620784,13.34751986486184,52899.94,0.0,Valid,7379.0,0.0,Valid,59960.77,0.0,Valid,5230.07,-0.01,Valid,Africa,Sub-Saharan Africa,Lower-middle income,79158.29,4.47,1154.58,68.56,No,5426.0,0.7552,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Moderate Growth,High Growth,High Growth,24.0,Low Trade Pressure,69.7,24.0,72.8,65.5,1506.97,1024.74,482.23,32.0,1205.58,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,30139.47,22760.47,52899.94,7379.0,32595.42,27365.35,59960.77,5230.06
198,THAILAND,THA,34334.77,68724.22,103058.99,-34389.45,33221.85,92859.21,126081.06,-59637.35,33.315647669359066,66.68435233064093,-33.36870466128185,-3.241378928706959,35.11860883979477,22.33873046883148,103058.99,0.0,Valid,-34389.450000000004,0.0,Valid,126081.06,0.0,Valid,-59637.36000000001,0.01,Valid,Asia,East Asia and Pacific,Upper-middle income,514944.99,3.89,7185.14,71.668,Yes - In force,2499.0,2.0016,Trade Deficit,High Import Dependency,Low Export Dependency,Negative Growth,High Growth,High Growth,34.7,Low Trade Pressure,63.6,34.7,64.4,68.0,1716.74,1167.38,549.36,32.0,1373.39,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,34334.77,68724.22,103058.99,-34389.45,33221.85,92859.21,126081.06,-59637.35
199,TIMOR LESTE,TLS,333.42,0.48,333.9,332.95,,,0.0,0.0,99.85624438454629,0.1437556154537286,99.71548367774784,,,-100.0,333.90000000000003,-0.0,Valid,332.94,0.01,Valid,,,Missing,,,Missing,Asia,East Asia and Pacific,Lower-middle income,2243.14,-30.01,1601.52,1.401,No,6239.0,0.0014,Trade Surplus,Low Import Dependency,High Export Dependency,Missing,Missing,Negative Growth,26.5,Low Trade Pressure,42.5,26.5,58.0,52.2,16.67,11.34,5.33,31.97,13.34,39.96,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,333.42,0.48,333.9,332.95,,,0.0,0.0
200,TOGO,TGO,21255.38,5804.45,27059.83,15450.93,15973.11,6527.08,22500.19,9446.02,78.5495696018785,21.45043039812149,57.09913920375701,-24.85144937422902,12.44958609342832,-16.85021672346058,27059.83,0.0,Valid,15450.93,0.0,Valid,22500.19,-0.0,Valid,9446.03,-0.01,Valid,Africa,Sub-Saharan Africa,Lower-middle income,9171.26,12.26,963.85,9.515,No,8230.0,0.2731,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,High Growth,Negative Growth,23.3,Low Trade Pressure,48.5,23.3,62.6,56.3,1062.77,722.68,340.09,32.0,850.22,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,21255.38,5804.45,27059.83,15450.93,15973.11,6527.08,22500.19,9446.02
201,TOKELAU IS,TKL,,,0.0,0.0,0.46,0.28,0.74,0.18,,,,,,,,,Missing,,,Missing,0.74,0.0,Valid,0.18,0.0,Valid,Oceania,,,,,,,No,12533.0,,Missing,Missing,Missing,Missing,Missing,Missing,51.5,Moderate Trade Pressure,,51.5,,,0.0,0.0,0.0,,0.0,,Insufficient Data,,,,,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,,,0.0,0.0,0.46,0.28,0.74,0.18
202,TONGA,TON,12.07,0.13,12.2,11.94,,,0.0,0.0,98.9344262295082,1.0655737704918034,97.8688524590164,,,-100.0,12.2,-0.0,Valid,11.94,0.0,Valid,,,Missing,,,Missing,Oceania,East Asia and Pacific,Upper-middle income,,,,0.104,No,12559.0,0.0108,Trade Surplus,Low Import Dependency,High Export Dependency,Missing,Missing,Negative Growth,26.5,Low Trade Pressure,34.1,26.5,53.8,48.4,0.6,0.41,0.19,31.67,0.48,39.58,Maintain Current Trade,,,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,12.07,0.13,12.2,11.94,,,0.0,0.0
203,TRINIDAD,TTO,745.45,1766.13,2511.58,-1020.68,854.51,1731.06,2585.56,-876.55,29.68051983213754,70.31948016786247,-40.63896033572493,14.630089207861015,-1.985697542083548,2.945556183756839,2511.58,0.0,Valid,-1020.68,0.0,Valid,2585.57,-0.01,Valid,-876.55,0.0,Valid,Americas,Latin America and the Caribbean,High income,28139.94,-6.37,20565.13,1.368,No,14270.0,2.3692,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,Negative Growth,Moderate Growth,25.3,Low Trade Pressure,55.2,25.3,65.0,58.5,37.27,25.35,11.92,31.98,29.82,39.97,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,745.45,1766.13,2511.58,-1020.68,854.51,1731.06,2585.56,-876.55
204,TUNISIA,TUN,3076.12,1731.67,4807.79,1344.45,2481.78,1008.82,3490.6,1472.96,63.9819958858436,36.018004114156405,27.9639917716872,-19.32109280522216,-41.74294178452014,-27.39699529305565,4807.79,0.0,Valid,1344.4499999999998,0.0,Valid,3490.6000000000004,-0.0,Valid,1472.96,0.0,Valid,Africa,"Middle East, North Africa, Afghanistan and Pakistan",Lower-middle income,48529.6,8.86,3952.85,12.277,No,6795.0,0.5629,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Negative Growth,Negative Growth,Negative Growth,25.0,Low Trade Pressure,41.4,25.0,58.2,52.4,153.81,104.59,49.22,32.0,123.05,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,3076.12,1731.67,4807.79,1344.45,2481.78,1008.82,3490.6,1472.96
205,TURKEY,TUR,46675.63,25353.13,72028.77,21322.5,39909.86,22686.85,62596.71,17223.01,64.80137034132333,35.19861577533533,29.602754565988004,-14.495294439518002,-10.51657132669616,-13.094850849181524,72028.76,0.01,Valid,21322.5,0.0,Valid,62596.71,0.0,Valid,17223.010000000002,-0.0,Valid,Asia,Europe and Central Asia,Upper-middle income,1108022.37,22.15,12956.5,85.519,No,4528.0,0.5432,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Negative Growth,Negative Growth,Negative Growth,20.9,Low Trade Pressure,58.4,20.9,68.8,61.9,2333.78,1586.97,746.81,32.0,1867.02,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,46675.63,25353.13,72028.77,21322.5,39909.86,22686.85,62596.71,17223.01
206,TURKMENISTAN,TKM,253.02,616.14,869.15,-363.12,337.7,1145.76,1483.46,-808.07,29.111200598285684,70.88994995110166,-41.77874935281597,33.46771006244565,85.95773687798228,70.67939941321983,869.16,-0.01,Valid,-363.12,0.0,Valid,1483.46,0.0,Valid,-808.06,-0.01,Valid,Asia,Europe and Central Asia,Upper-middle income,59887.33,5.91,7990.84,7.494,No,2751.0,2.4351,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,High Growth,High Growth,26.6,Low Trade Pressure,61.1,26.6,67.2,60.5,12.65,8.61,4.04,31.94,10.12,39.92,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,253.02,616.14,869.15,-363.12,337.7,1145.76,1483.46,-808.07
207,TURKS C IS,TCA,6.22,3.55,9.77,2.67,12.62,2.69,15.31,9.93,63.66427840327533,36.33572159672467,27.328556806550665,102.89389067524117,-24.225352112676056,56.70419651995907,9.77,0.0,Valid,2.67,0.0,Valid,15.31,0.0,Valid,9.93,0.0,Valid,Americas,Latin America and the Caribbean,High income,1402.05,14.1,30129.03,0.047,No,14253.0,0.5707,Trade Surplus,Low Import Dependency,Moderate Export Dependency,High Growth,Negative Growth,High Growth,20.7,Low Trade Pressure,63.3,20.7,71.3,64.2,0.31,0.21,0.1,32.26,0.25,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,6.22,3.55,9.77,2.67,12.62,2.69,15.31,9.93
208,U ARAB EMTS,ARE,232615.47,305359.91,537975.38,-72744.44,252203.05,424993.83,677196.87,-172790.78,43.23905491734585,56.76094508265415,-13.521890165308308,8.420583549322831,39.1780047354612,25.87878463880633,537975.38,0.0,Valid,-72744.43999999997,-0.0,Valid,677196.88,-0.01,Valid,-172790.78000000003,0.0,Valid,Asia,"Middle East, North Africa, Afghanistan and Pakistan",High income,504173.45,-0.57,45890.69,10.986,Yes - In force,2410.0,1.3127,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Moderate Growth,High Growth,High Growth,43.3,Moderate Trade Pressure,74.9,43.3,65.8,69.2,11630.77,7908.92,3721.85,32.0,9304.62,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,232615.47,305359.91,537975.38,-72744.44,252203.05,424993.83,677196.87,-172790.78
209,U K,GBR,86933.43,53301.81,140235.24,33631.61,100910.49,61189.72,162100.21,39720.77,61.991144308663074,38.008855691336926,23.98228148645091,16.07788856369755,14.798578134588682,15.591637308853326,140235.24,0.0,Valid,33631.619999999995,-0.01,Valid,162100.21000000002,-0.0,Valid,39720.77,-0.0,Valid,Europe,Europe and Central Asia,High income,3340032.38,8.13,48248.24,69.226,Yes - In force,7510.0,0.6131,Trade Surplus,Low Import Dependency,Moderate Export Dependency,High Growth,High Growth,High Growth,18.7,Low Trade Pressure,78.7,18.7,80.0,82.0,4346.67,2955.74,1390.93,32.0,3477.34,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,86933.43,53301.81,140235.24,33631.61,100910.49,61189.72,162100.21,39720.77
210,U S A,USA,519996.63,293329.35,813325.98,226667.29,576183.95,324447.09,900631.05,251736.86,63.93458991682523,36.06541008317477,27.86918106316978,10.80532387296432,10.608464512671526,10.73432696690693,813325.98,0.0,Valid,226667.28000000003,0.01,Valid,900631.04,0.01,Valid,251736.85999999996,0.0,Valid,Americas,North America,High income,27360935.0,6.28,80447.08,340.111,No,13535.0,0.5641,Trade Surplus,Low Import Dependency,Moderate Export Dependency,High Growth,High Growth,High Growth,18.9,Low Trade Pressure,76.5,18.9,78.8,70.9,25999.83,17679.88,8319.95,32.0,20799.86,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,519996.63,293329.35,813325.98,226667.29,576183.95,324447.09,900631.05,251736.86
211,UGANDA,UGA,3608.81,6117.15,9725.96,-2508.35,3236.11,1874.45,5110.56,1361.67,37.10492331862356,62.89507668137644,-25.79025618036677,-10.32750408029239,-69.35746221688206,-47.454441515284856,9725.96,0.0,Valid,-2508.34,-0.01,Valid,5110.56,0.0,Valid,1361.66,0.01,Valid,Africa,Sub-Saharan Africa,Low income,49272.88,8.14,985.16,50.015,No,5327.0,1.6951,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Negative Growth,Negative Growth,Negative Growth,24.9,Low Trade Pressure,47.4,24.9,61.2,55.1,180.44,122.7,57.74,32.0,144.35,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,3608.81,6117.15,9725.96,-2508.35,3236.11,1874.45,5110.56,1361.67
